row,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,flipped_class,no_hybrid,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
318,25,First Year Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,4,4,1,4,5,5,2,4,4,5,3,6,,6,5,5,5,6,6
319,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,3,1,1,1,3,2,3,3,5,5,3,5,5,7,6,2,7,7,5
320,25,Incoming First-year Student,No,Mathematics,Yes,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,7,7,3,1,3,2,2,3,5,6,6,6,5,6,6,3,5,6,6
321,22,Returning UNC Student,No,Biology,No,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,1,3,4,1,7,7,2,5,1,7,7,7,,5,5,5,7,6,5
322,25,Returning UNC Student,No,Biology,Yes,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 151, STOR 155",2-6 months,No,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, Bash",3 to 5 hours,3 to 5 hours,3,6,6,4,2,4,6,0,7,7,7,5,7,7,5,3,5,6,6,7
323,25,Returning UNC Student,Yes - BS,Media and Journalism,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 120",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,5 to 10 hours,2,1,1,3,1,4,6,0,5,5,6,4,,,4,3,6,6,7,7
324,25,Returning UNC Student,No,Biology,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,2,2,5,1,7,3,2,6,5,5,6,6,,5,5,5,5,4,7
325,23,Junior,No,Psychology,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,2,3,2,4,1,6,4,0,5,6,5,5,,,5,5,4,5,4,5
326,25,Returning UNC Student,No,Information Science,No,"MATH 152, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,7,7,2,3,7,3,2,6,4,7,7,6,4,6,6,6,7,7,7
327,22,Returning UNC Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,2,1,1,6,3,1,4,4,4,1,,,7,7,2,4,5,4
328,22,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,1,1,1,1,7,4,3,7,7,7,2,7,5,6,7,2,5,7,3
329,25,Incoming First-year Student,Yes - BA,Computer Science,Maybe,"MATH 129P, MATH 231, STOR 155",2-6 months,Yes,No,None,2-6 months,"Python, Java / C#, HTML / CSS",3 to 5 hours,3 to 5 hours,2,2,1,2,1,2,4,0,7,7,7,7,,,5,1,7,7,7,7
330,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381",2-6 months,No,No,None,2-6 months,"Python, Java / C#, C / C++, JavaScript / TypeScript, Go, R / Matlab / SAS, BASIC, HTML / CSS, SQL, Bash",3 to 5 hours,5 to 10 hours,6,2,1,6,3,5,6,0,7,7,7,7,,,2,1,7,7,7,7
331,23,Returning UNC Student,No,Neuroscience,No,PSYC 210,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,7,7,3,2,6,4,5,3,5,1,1,5,5,7,7,2,2,3,1
332,25,Returning UNC Student,Yes - BA,Computer Science,Maybe,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, PHIL 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,1,2,4,1,7,6,1,7,6,7,5,6,,4,4,6,7,7,7
333,24,Returning UNC Student,Yes - BA,Computer Science,No,MATH 130,2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, HTML / CSS",5 to 10 hours,3 to 5 hours,1,7,5,2,1,2,4,0,7,7,7,3,6,4,7,5,4,5,5,5
334,25,Incoming First-year Student,No,Computer Science,No,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,4,5,2,1,7,7,0,6,3,7,3,4,4,3,3,6,7,7,7
335,24,Returning UNC Student,No,Neuroscience,Maybe,"MATH 130, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,2,1,1,5,6,1,1,7,3,7,3,7,,4,3,6,7,7,7
336,24,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,4,5,2,2,7,2,1,6,7,7,2,5,,6,5,5,4,6,4
337,22,Returning UNC Student,No,Exercise and Sports Science,No,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,1,2,1,1,1,7,5,2,7,6,7,6,7,,5,6,3,7,6,7
338,23,Returning UNC Student,No,Information Science,No,"MATH 130, STOR 155",2-6 months,No,No,Took a high school elective course that had programming,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,2,2,2,5,1,7,5,1,7,5,7,7,6,7,4,5,5,7,7,6
339,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",Over 2 years,Yes,Yes,High school course (IB or other),7-12 months,"Python, Java / C#, C / C++, BASIC",3 to 5 hours,3 to 5 hours,4,4,4,4,3,3,4,0,6,5,7,5,4,4,4,4,6,6,6,6
340,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,4,4,1,7,7,0,7,4,7,7,,,5,5,5,7,7,7
341,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 130, MATH 231",2-6 months,Yes,No,Another college or community college,1 month or so,Python,0 to 2 hours,5 to 10 hours,2,3,3,1,1,5,3,2,5,5,4,2,7,5,7,5,5,6,7,7
342,24,Returning UNC Student,No,Geology,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,1,5,7,5,1,7,4,0,6,4,7,7,6,,4,3,5,7,7,7
343,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 210, MATH 231",7-12 months,No,No,High school course (IB or other),1 month or so,Python,5 to 10 hours,3 to 5 hours,2,2,1,4,2,7,6,0,7,5,7,7,,,4,1,7,7,7,7
344,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,10+ hours,5 to 10 hours,5,7,7,5,1,7,6,0,5,6,7,5,,,4,4,4,7,7,7
345,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",1-2 years,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, C / C++, HTML / CSS",3 to 5 hours,3 to 5 hours,6,1,1,1,1,2,2,0,5,5,5,5,,,3,2,7,5,5,5
346,24,Returning UNC Student,No,Economics,No,STOR 113,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,2,2,2,4,6,5,1,6,5,6,6,6,,6,6,5,6,5,5
347,25,Incoming First-year Student,Yes - Minor,Economics,No,"MATH 231, MATH 232",2-6 months,Yes,No,UNC,None to less than one month!,"Python, Java / C#",0 to 2 hours,3 to 5 hours,4,2,2,1,1,3,4,1,5,6,6,4,6,,6,4,5,5,7,5
348,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,4,3,2,2,5,5,1,6,6,6,6,,,5,5,6,6,6,7
349,25,Returning UNC Student,No,Biology,No,"MATH 231, MATH 232, MATH 233",1-2 years,No,No,High school course (IB or other),2-6 months,"Python, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",3 to 5 hours,5 to 10 hours,1,2,2,3,3,6,4,0,6,6,6,7,,,3,3,7,6,6,6
350,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,3,3,5,3,7,6,1,7,6,7,7,7,4,5,4,5,7,7,7
351,25,Returning UNC Student,No,Psychology,No,"MATH 152, MATH 210, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,4,2,2,2,6,5,0,6,6,4,4,,,6,6,1,7,6,7
352,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 130, MATH 152, MATH 210, MATH 231",2-6 months,No,No,High school course (IB or other),2-6 months,"Python, Java / C#, HTML / CSS, Ruby",5 to 10 hours,10+ hours,1,1,1,2,1,4,3,0,7,5,7,7,7,,3,1,6,7,7,7
353,22,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,2,1,1,1,6,4,0,3,3,4,3,,,7,5,2,4,2,3
354,24,Returning UNC Student,No,Economics,Yes,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,1,1,4,1,6,4,0,6,6,6,6,,,4,4,5,7,7,7
355,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232",2-6 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, C / C++, HTML / CSS",5 to 10 hours,3 to 5 hours,6,2,6,6,4,3,5,0,5,5,7,2,3,3,5,4,4,7,7,7
356,25,Incoming First-year Student,Yes - BS,Political Science,Yes,"MATH 129P, MATH 231",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,1,1,2,1,7,6,1,7,7,7,7,7,,3,1,6,7,7,7
357,23,Incoming Transfer Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",2-6 months,No,No,Another college or community college,2-6 months,"Python, C / C++, HTML / CSS",0 to 2 hours,3 to 5 hours,4,7,7,5,4,5,7,0,5,5,7,7,,,4,3,6,7,7,7
358,25,Incoming First-year Student,No,Biology,No,"MATH 129P, MATH 130, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,4,3,1,3,2,7,5,2,5,6,5,4,7,,6,5,5,5,7,6
359,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 130, MATH 231",2-6 months,No,No,,None to less than one month!,"Python, C / C++",3 to 5 hours,5 to 10 hours,1,4,2,1,1,6,6,1,6,6,6,6,6,,5,5,4,5,6,7
360,25,Incoming First-year Student,No,Mathematics,Maybe,"MATH 231, STOR 120",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
361,24,Returning UNC Student,No,Neuroscience,No,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,3,3,6,3,6,5,3,6,6,6,6,7,6,5,5,4,6,6,6
362,23,Returning UNC Student,No,Computer Science,No,"MATH 130, STOR 113, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,3,2,1,2,6,5,2,3,5,5,1,5,4,6,6,3,5,5,3
363,25,First year,Yes - BS,Computer Science,Maybe,MATH 129P,None to less than one month!,,,,,,10+ hours,3 to 5 hours,3,3,3,4,5,7,6,0,7,6,7,7,,,5,4,6,7,7,7
364,25,Returning UNC Student,Yes - BS,Computer Science,No,MATH 231,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,4,1,7,1,7,4,5,4,4,7,7,7,,7,6,6,7,7,7
365,23,Returning UNC Student,No,Economics,Maybe,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,2,2,2,2,6,6,3,7,7,7,7,7,,4,4,6,6,7,7
366,24,Incoming Transfer Student,No,Economics,Yes,"MATH 129P, MATH 231, MATH 232, STOR 155",7-12 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,2,1,1,7,2,3,6,0,7,5,7,1,7,,5,4,6,7,5,7
367,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",7-12 months,Yes,No,UNC,None to less than one month!,"Python, JavaScript / TypeScript, R / Matlab / SAS",0 to 2 hours,3 to 5 hours,3,4,1,2,2,6,4,1,5,4,5,5,6,,5,5,6,6,7,6
368,25,Incoming First-year Student,No,Economics,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,6,4,3,4,3,6,4,1,7,7,7,7,7,,5,3,6,7,7,7
369,22,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",Over 2 years,Yes,Yes,UNC,None to less than one month!,"Python, Java / C#, C / C++, JavaScript / TypeScript, LISP / Scheme / Racket, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,3 to 5 hours,1,4,5,2,1,2,3,0,6,5,6,6,,,4,1,7,7,7,7
370,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231",2-6 months,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, HTML / CSS",3 to 5 hours,0 to 2 hours,3,2,2,2,3,5,5,0,6,6,6,5,,,4,3,5,5,6,5
371,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,On-line course,1 month or so,"Python, HTML / CSS",0 to 2 hours,5 to 10 hours,7,2,2,4,2,3,6,0,5,5,7,5,,,2,2,7,5,5,7
372,25,Incoming First-year Student,No,Statistics and Analytics,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",1-2 years,No,No,On-line course,1-2 years,"Python, R / Matlab / SAS, HTML / CSS",0 to 2 hours,5 to 10 hours,3,4,4,3,2,7,3,1,5,4,6,5,5,,4,5,5,5,6,5
373,25,Incoming First-year Student,Yes - BA,Computer Science,Yes,"MATH 129P, MATH 231",2-6 months,Yes,No,No,1 month or so,"Python, JavaScript / TypeScript",0 to 2 hours,5 to 10 hours,7,5,5,5,1,6,4,1,7,7,6,4,5,6,6,5,5,6,7,6
374,24,Returning UNC Student,No,Statistics and Analytics,Maybe,"MATH 130, MATH 152, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,5,6,2,4,3,2,1,4,3,4,4,6,,5,5,4,3,4,3
375,23,Returning UNC Student,No,Neuroscience,No,"MATH 233, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,1,1,3,1,7,5,1,5,5,5,5,7,,4,2,6,7,7,7
376,25,Incoming First-year Student,No,Psychology,Maybe,"MATH 129P, MATH 130, MATH 152",None to less than one month!,,,,,,10+ hours,3 to 5 hours,1,2,2,2,1,6,2,2,6,5,5,5,7,,7,7,2,5,5,5
377,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210",2-6 months,Yes,No,High school course (IB or other),1 month or so,Python,3 to 5 hours,3 to 5 hours,3,2,3,3,1,6,5,0,7,6,7,5,,,4,3,6,7,7,7
378,24,Returning UNC Student,No,Cultural Anthropology,No,"MATH 129P, STOR 155",None to less than one month!,,,,,,10+ hours,5 to 10 hours,1,1,1,1,1,7,3,0,6,7,7,5,,,6,3,6,7,7,7
379,23,Returning UNC Student,No,Psychology,No,MATH 152,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,7,7,7,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,4
380,24,Incoming Transfer Student,No,Business,Maybe,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,4,4,5,1,4,3,2,7,5,7,7,5,5,5,5,5,5,5,5
381,23,Returning UNC Student,No,Biology,No,"MATH 130, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,3,3,2,2,1,5,4,0,6,6,6,6,,,5,5,5,5,4,4
382,25,Incoming First-year Student,No,Psychology,No,"MATH 232, PSYC 210",7-12 months,No,No,High school course (IB or other),1 month or so,Python,3 to 5 hours,3 to 5 hours,6,3,5,4,5,4,4,3,5,4,5,4,4,5,5,5,5,4,5,4
383,24,Returning UNC Student,No,Sports Administration,Yes,STOR 155,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,7,2,1,4,3,3,4,3,7,5,7,5,7,5,7,6,2,7,7,7
384,25,Returning UNC Student,Yes - BS,Statistics and Analytics,Maybe,"MATH 231, MATH 232, STOR 120, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,4,1,1,1,1,3,5,1,4,3,7,7,3,3,7,6,3,6,7,6
385,24,Returning UNC Student,No,Psychology,No,"PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,3,2,1,2,6,3,2,5,6,4,4,5,,6,6,3,4,5,4
386,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,MATH 231,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,4,3,4,1,7,5,1,7,7,7,6,7,,6,6,3,6,6,6
387,25,Returning UNC Student,Yes - Minor,Biology,Yes,"MATH 231, MATH 232, MATH 233, STOR 120, STOR 151, STOR 155",2-6 months,Yes,No,UNC,1 month or so,Python,0 to 2 hours,0 to 2 hours,6,6,6,6,6,6,6,1,6,6,6,6,6,6,5,6,6,5,5,6
388,22,Returning UNC Student,No,Economics,Yes,"MATH 129P, MATH 130, STOR 113, STOR 120, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,1,7,5,3,1,1,7,0,6,1,7,4,,,5,4,7,7,7,5
389,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 130, MATH 231, MATH 232",2-6 months,Yes,No,,1 month or so,"Java / C#, JavaScript / TypeScript",5 to 10 hours,3 to 5 hours,5,1,1,5,2,7,6,1,7,7,7,7,,,4,4,6,6,7,7
390,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,1,1,1,1,6,6,0,7,5,7,5,4,4,6,2,6,7,7,5
391,24,Incoming Transfer Student,No,Statistics and Analytics,Yes,MATH 231,None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,2,6,4,1,1,7,2,1,7,5,5,2,5,4,5,5,4,5,6,2
392,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233, STOR 151",Over 2 years,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#",3 to 5 hours,3 to 5 hours,3,2,2,2,2,5,6,0,7,6,5,6,,,4,3,6,6,6,6
393,24,Incoming Transfer Student,Yes - Minor,Medical Anthropology,Maybe,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,3,2,5,4,7,5,2,6,7,7,5,,4,5,4,5,7,7,7
394,25,Incoming First-year Student,No,Business,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,2,2,2,2,5,3,1,5,6,7,4,7,7,5,5,4,5,6,6
395,25,Incoming First-year Student,No,Psychology,No,"MATH 130, MATH 152, STOR 151, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,6,6,6,1,5,5,2,3,1,3,1,2,3,7,6,3,5,4,2
396,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 231, STOR 155",2-6 months,No,No,None,2-6 months,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,3 to 5 hours,3,4,4,7,4,6,6,0,7,6,7,7,,,4,3,7,7,7,7
397,24,Returning UNC Student,No,Political Science,No,STOR 155,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,3,7,2,1,5,6,4,4,6,7,7,7,7,5,6,4,6,6,7,4
398,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,7,4,1,1,7,1,5,7,7,4,3,7,7,6,7,1,1,2,4
399,22,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,3,2,2,2,7,5,0,7,7,7,7,,,5,5,5,6,6,7
400,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",2-6 months,No,No,On-line course,1 month or so,Python,3 to 5 hours,3 to 5 hours,7,4,4,2,1,7,7,1,7,7,7,7,,,7,4,5,7,7,7
401,22,Returning UNC Student,No,Biology,No,"MATH 232, MATH 233",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,2,1,1,1,7,5,1,7,5,6,5,5,4,6,4,3,7,5,6
402,23,Returning UNC Student,No,Media and Journalism,No,MATH 130,1-2 years,No,No,UNC,2-6 months,"Python, JavaScript / TypeScript, HTML / CSS",0 to 2 hours,3 to 5 hours,6,2,3,1,4,7,4,0,7,3,7,5,,,4,4,6,6,6,7
403,25,Incoming First-year Student,No,Business,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 120, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,5 to 10 hours,2,3,4,3,4,7,4,0,7,6,6,6,,,3,3,7,4,6,5
404,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",Over 2 years,No,No,High school course (IB or other),> 2 years,"Python, Java / C#, C / C++, R / Matlab / SAS, BASIC, HTML / CSS, Lua",3 to 5 hours,5 to 10 hours,5,1,1,3,1,3,3,0,3,2,5,6,,,5,1,7,6,7,6
405,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#",0 to 2 hours,3 to 5 hours,2,3,4,5,3,3,6,0,5,6,7,5,6,,5,2,6,7,7,6
406,24,sophmores,No,Political Science,No,"MATH 129P, MATH 130",None to less than one month!,,,,,,3 to 5 hours,10+ hours,3,1,1,5,1,7,2,4,7,3,6,1,7,,7,7,4,7,7,7
407,24,Returning UNC Student,No,Biology,Yes,"MATH 130, STOR 151",2-6 months,No,No,High school course (IB or other),1 month or so,Python,3 to 5 hours,5 to 10 hours,2,5,2,5,1,6,5,1,7,6,7,5,7,7,5,5,6,7,7,7
408,25,Incoming First-year Student,No,Biology,Yes,"MATH 129P, MATH 231, STOR 155",7-12 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, C / C++, HTML / CSS",3 to 5 hours,3 to 5 hours,6,4,4,3,5,7,6,1,7,7,7,7,7,,6,5,7,7,7,7
409,23,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 130, MATH 231",2-6 months,No,No,Another college or community college,1 month or so,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,5,3,3,4,4,5,6,0,7,7,7,7,,,4,4,6,7,7,7
410,24,Returning UNC Student,No,Biology,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,1,1,3,3,7,5,0,7,7,7,7,7,,4,3,6,6,6,6
411,23,Incoming Transfer Student,No,Economics,Maybe,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,10+ hours,3 to 5 hours,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,2
412,24,Returning UNC Student,No,Neuroscience,No,MATH 130,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,5,4,5,4,5,5,1,5,5,7,4,6,,5,5,3,4,7,5
413,24,Returning UNC Student,No,Neuroscience,No,"MATH 129P, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,5,5,3,3,7,4,3,5,5,6,6,7,4,5,5,4,6,4,6
414,25,Incoming First-year Student,Yes - Minor,Business,Maybe,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,3 to 5 hours,1,1,1,7,4,7,7,0,7,7,7,7,,,5,2,7,7,7,7
415,24,Returning UNC Student,No,Biology,No,"MATH 129P, MATH 130, STOR 151",2-6 months,Yes,Yes,No,None to less than one month!,"Python, JavaScript / TypeScript",5 to 10 hours,5 to 10 hours,6,3,1,2,1,7,3,0,7,6,6,7,,,4,5,3,2,4,7
416,24,Returning UNC Student,No,Economics,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 112, STOR 113, STOR 120, STOR 151, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,4,2,2,2,6,5,0,7,7,7,7,5,5,5,5,5,6,5,5
417,25,Incoming First-year Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 231, MATH 232, STOR 155",1-2 years,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, Swift",3 to 5 hours,3 to 5 hours,2,1,1,1,4,7,3,1,6,6,6,4,5,,4,2,6,6,6,7
418,24,Incoming first year transfer student (early college),No,Neuroscience,No,STOR 155,None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,2,2,1,1,6,5,1,6,6,6,3,4,,4,4,6,7,7,7
419,23,Incoming Transfer Student,No,Neuroscience,Maybe,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,10+ hours,5 to 10 hours,5,3,2,2,2,7,6,1,5,5,5,4,7,,6,6,4,7,6,7
420,23,Incoming Transfer Student,No,Economics,Yes,"MATH 231, MATH 232, MATH 381, STOR 155",2-6 months,No,Yes,Another college or community college,None to less than one month!,"Python, SQL",3 to 5 hours,3 to 5 hours,7,3,4,4,2,6,5,1,5,4,6,6,5,5,5,4,6,6,6,6
421,24,Returning UNC Student,No,Biology,Maybe,"MATH 130, MATH 231, MATH 232, MATH 233",2-6 months,No,No,"No, it was an astrophysics class where we used python. ",None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,5 to 10 hours,7,4,4,4,4,6,4,2,5,5,7,5,7,,4,2,6,7,7,7
422,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,2,2,4,1,2,6,1,6,6,7,6,4,4,4,3,6,7,7,6
